20180521 055900;2729.5;2729.5;2729.25;2729.25;81
20180521 060000;2729.25;2729.5;2729;2729.25;55
20180521 060100;2729.5;2729.5;2728.75;2729;127
20180521 060200;2728.75;2729;2728.75;2729;124
20180521 060300;2729;2729.5;2729;2729.25;144
20180521 060400;2729.25;2729.5;2729;2729.5;218
20180521 060500;2729.25;2729.5;2729;2729.25;107
20180521 060600;2729.25;2729.25;2729.25;2729.25;54
20180521 060700;2729.25;2729.25;2729;2729;24
20180521 060800;2729;2729;2728.75;2729;124
20180521 060900;2729;2729;2728.75;2729;24
20180521 061000;2728.75;2728.75;2728.5;2728.5;79
20180521 061100;2728.5;2728.5;2726.75;2726.75;1251
20180521 061200;2727;2727.5;2726.5;2726.5;321
20180521 061300;2726.75;2727.25;2726.5;2727.25;170
20180521 061400;2727.25;2727.25;2727;2727;34
20180521 061500;2727;2727.25;2726.75;2727;187
20180521 061600;2727;2727.25;2726.75;2727.25;102
20180521 061700;2727;2727.25;2727;2727;80
20180521 061800;2727;2727.5;2727;2727;124
20180521 061900;2727;2727;2726.5;2726.75;113
20180521 062000;2726.75;2727.25;2726.5;2727.25;108
20180521 062100;2727;2727.25;2727;2727;131
20180521 062200;2727;2727;2726.75;2727;68
20180521 062300;2727;2727;2726.75;2727;105
20180521 062400;2727;2727;2726.75;2726.75;53
20180521 062500;2727;2727.25;2726.75;2727.25;43
20180521 062600;2727.25;2727.5;2727;2727.25;74
20180521 062700;2727.5;2727.5;2727.25;2727.25;74
20180521 062800;2727.25;2727.25;2727;2727;102
20180521 062900;2727;2727.25;2726.75;2727.25;47
20180521 063000;2727.25;2727.5;2727.25;2727.25;86
20180521 063100;2727.5;2727.5;2727.25;2727.5;20
20180521 063200;2727.25;2727.5;2727.25;2727.5;77
20180521 063300;2727.5;2727.5;2727.25;2727.25;104
20180521 063400;2727.5;2727.75;2727.5;2727.5;107
20180521 063500;2727.5;2727.5;2727.5;2727.5;2
20180521 063600;2727.75;2727.75;2727.5;2727.75;141
20180521 063700;2727.5;2727.75;2727.5;2727.75;24
20180521 063800;2727.75;2728;2727.5;2727.75;76
20180521 063900;2727.5;2727.5;2727.25;2727.25;76
20180521 064000;2727.5;2727.75;2727.5;2727.5;54
20180521 064100;2727.5;2727.5;2727.5;2727.5;1
20180521 064200;2727.5;2727.5;2727.5;2727.5;47
20180521 064300;2727.25;2727.25;2727;2727.25;168
20180521 064400;2727.25;2727.25;2727.25;2727.25;8
20180521 064500;2727;2727;2726.75;2727;77
20180521 064600;2727;2727;2726.75;2726.75;16
20180521 064700;2727;2727;2726.75;2726.75;17
20180521 064800;2726.75;2727;2726.75;2727;24
20180521 064900;2727;2727;2726.75;2727;211
20180521 065000;2727;2727;2726.75;2727;47
20180521 065100;2727;2727.25;2727;2727;48
20180521 065200;2726.75;2727;2726.75;2727;17
20180521 065300;2727;2727.25;2727;2727;24
20180521 065400;2727.25;2727.25;2726.75;2727;36
20180521 065500;2727.25;2727.25;2726.75;2727.25;30
20180521 065600;2727;2727;2727;2727;18
20180521 065700;2727;2727;2726.5;2726.75;82
20180521 065800;2726.5;2726.75;2726.5;2726.5;143
20180521 065900;2726.5;2726.5;2726;2726.25;190
20180521 070000;2726.5;2726.75;2726.25;2726.5;105
20180521 070100;2726.5;2726.75;2726;2726;98
20180521 070200;2726;2726.25;2725;2725;531
20180521 070300;2725.25;2725.25;2725;2725.25;316
20180521 070400;2725.25;2725.75;2725.25;2725.5;198
20180521 070500;2725.5;2725.75;2725.25;2725.5;217
20180521 070600;2725.25;2725.5;2724.25;2725;944
20180521 070700;2724.75;2725.25;2724.75;2725;88
20180521 070800;2725.25;2725.25;2724.75;2725.25;96
20180521 070900;2725.25;2725.5;2725.25;2725.5;126
20180521 071000;2725.25;2725.5;2725.25;2725.25;43
20180521 071100;2725.5;2725.5;2725.25;2725.5;81
20180521 071200;2725.5;2725.75;2725.5;2725.75;8
20180521 071300;2725.75;2727.25;2725.5;2726.75;1079
20180521 071400;2727;2727;2726.25;2726.5;352
20180521 071500;2726.25;2726.5;2726.25;2726.5;138
20180521 071600;2726.5;2726.75;2726;2726;228
20180521 071700;2726.25;2726.25;2726;2726;100
20180521 071800;2726;2726;2726;2726;29
20180521 071900;2726;2726.5;2725.75;2726.5;172
20180521 072000;2726.25;2726.5;2726.25;2726.25;332
20180521 072100;2726.25;2726.5;2726.25;2726.5;274
20180521 072200;2726.5;2726.75;2726.25;2726.25;169
20180521 072300;2726;2726.5;2726;2726.5;35
20180521 072400;2726.5;2726.75;2726.5;2726.5;145
20180521 072500;2726.5;2727;2726.5;2726.75;412
20180521 072600;2726.75;2727;2726.75;2727;40
20180521 072700;2727;2727.25;2726.75;2727;293
20180521 072800;2727;2727.5;2726.75;2727.5;199
20180521 072900;2727.25;2727.5;2727.25;2727.25;103
20180521 073000;2727.25;2727.25;2727;2727.25;94
20180521 073100;2727;2727.25;2727;2727;115
20180521 073200;2727;2727.25;2726.75;2727.25;107
20180521 073300;2727.25;2727.5;2727.25;2727.25;41
20180521 073400;2727.25;2727.5;2727.25;2727.5;30
20180521 073500;2727.5;2727.5;2727.25;2727.25;133
20180521 073600;2727.5;2727.75;2727.5;2727.75;40
20180521 073700;2727.75;2727.75;2727.5;2727.75;58
20180521 073800;2727.5;2727.5;2727.25;2727.5;164
20180521 073900;2727.5;2727.5;2727.25;2727.25;88
20180521 074000;2727.25;2727.5;2727.25;2727.5;84
20180521 074100;2727.5;2728;2727.25;2727.75;151
20180521 074200;2727.75;2727.75;2727.5;2727.5;101
20180521 074300;2727.5;2727.75;2727.5;2727.75;41
20180521 074400;2727.75;2728;2727.75;2728;95
20180521 074500;2728;2728.25;2727.25;2727.25;306
20180521 074600;2727.25;2727.25;2727;2727;199
20180521 074700;2727;2727;2727;2727;70
20180521 074800;2727;2727.25;2727;2727;71
20180521 074900;2727;2727.25;2727;2727;69
20180521 075000;2727.25;2727.25;2726.75;2726.75;160
20180521 075100;2726.75;2727;2726.75;2726.75;74
20180521 075200;2727;2727;2726.75;2726.75;55
20180521 075300;2727;2727.25;2726.75;2727.25;49
20180521 075400;2727;2727.25;2727;2727.25;4
20180521 075500;2727.25;2727.75;2727;2727.5;253
20180521 075600;2727.25;2727.5;2727.25;2727.5;45
20180521 075700;2727.25;2727.75;2727.25;2727.5;44
20180521 075800;2727.5;2727.75;2727.5;2727.5;77
20180521 075900;2727.5;2727.5;2727.25;2727.25;46
20180521 080000;2727.5;2727.75;2727.5;2727.5;58
20180521 080100;2727.5;2727.75;2727.25;2727.25;135
20180521 080200;2727.25;2727.5;2727.25;2727.5;84
20180521 080300;2727.25;2727.5;2727.25;2727.5;97
20180521 080400;2727.75;2728;2727.5;2727.5;139
20180521 080500;2727.5;2727.5;2727;2727.25;117
20180521 080600;2727.25;2727.25;2727;2727.25;32
20180521 080700;2727;2727.25;2726.75;2726.75;134
20180521 080800;2727;2727;2726.75;2727;115
20180521 080900;2727;2727.25;2727;2727.25;7
20180521 081000;2727;2727;2726.5;2726.5;112
20180521 081100;2726.75;2727;2726.5;2726.75;83
20180521 081200;2727;2727.25;2727;2727.25;173
20180521 081300;2727;2727.5;2727;2727.5;104
20180521 081400;2727.25;2727.5;2727;2727.25;96
20180521 081500;2727.25;2727.5;2727.25;2727.5;20
20180521 081600;2727.25;2727.5;2727.25;2727.25;42
20180521 081700;2727.25;2727.25;2726.75;2726.75;288
20180521 081800;2726.75;2727;2726.75;2726.75;19
20180521 081900;2726.75;2727.25;2726.75;2726.75;203
20180521 082000;2726.75;2727.25;2726.75;2727;127
20180521 082100;2727;2727;2727;2727;7
20180521 082200;2727;2727.25;2727;2727;25
20180521 082300;2727.25;2727.25;2727;2727;340
20180521 082400;2727;2727;2726.75;2727;163
20180521 082500;2727;2727;2726.75;2726.75;197
20180521 082600;2726.75;2727;2726.75;2727;108
20180521 082700;2727;2727;2726.75;2727;178
20180521 082800;2726.75;2727;2726.75;2726.75;222
20180521 082900;2726.75;2727;2726.75;2727;36
20180521 083000;2726.75;2727.25;2726.75;2727;167
20180521 083100;2727;2727;2726.75;2727;11
20180521 083200;2727;2727;2726.75;2727;30
20180521 083300;2726.75;2728.25;2726.75;2726.75;1597
20180521 083400;2726.75;2727;2726.75;2727;65
20180521 083500;2727;2727;2726.75;2726.75;10
20180521 083600;2726.75;2727.25;2726.75;2727.25;204
20180521 083700;2727;2727.25;2727;2727.25;30
20180521 083800;2727;2728.25;2727;2728;832
20180521 083900;2727.75;2727.75;2727.25;2727.25;133
20180521 084000;2727.25;2727.25;2727.25;2727.25;8
20180521 084100;2727.25;2727.5;2727.25;2727.5;39
20180521 084200;2727.5;2727.5;2727.25;2727.5;11
20180521 084300;2727.25;2727.5;2727.25;2727.25;10
20180521 084400;2727.25;2727.75;2727.25;2727.5;134
20180521 084500;2727.25;2727.75;2727.25;2727.75;66
20180521 084600;2727.75;2728.25;2727.75;2728;226
20180521 084700;2727.75;2728;2727.75;2728;81
20180521 084800;2727.75;2728;2727.5;2727.5;49
20180521 084900;2727.5;2727.75;2727.5;2727.75;90
20180521 085000;2728;2728;2727.5;2728;76
20180521 085100;2727.75;2728;2727.75;2727.75;41
20180521 085200;2728;2728.25;2727.75;2728.25;44
20180521 085300;2728;2728.25;2728;2728.25;150
20180521 085400;2728.25;2728.25;2728;2728.25;32
20180521 085500;2728.25;2728.5;2728;2728.5;50
20180521 085600;2728.5;2729;2728.5;2728.75;347
20180521 085700;2729;2729;2728.5;2728.5;223
20180521 085800;2728.5;2729;2728.5;2728.75;85
20180521 085900;2728.75;2729;2728.75;2729;57
20180521 090000;2729;2729;2728.5;2728.5;58
20180521 090100;2728.75;2728.75;2728.5;2728.75;27
20180521 090200;2728.75;2729.75;2728.5;2729.75;744
20180521 090300;2729.75;2729.75;2729.25;2729.5;297
20180521 090400;2729.75;2729.75;2729;2729;839
20180521 090500;2729;2729.25;2728.75;2729;397
20180521 090600;2729;2729.25;2729;2729;9
20180521 090700;2729;2729.5;2729;2729.5;66
20180521 090800;2729.5;2729.5;2729;2729.5;245
20180521 090900;2729.25;2729.25;2729;2729;244
20180521 091000;2729;2729.25;2728.5;2729.25;179
20180521 091100;2729.25;2729.5;2729;2729.5;63
20180521 091200;2729.5;2729.5;2729;2729;96
20180521 091300;2729;2729.25;2729;2729.25;93
20180521 091400;2729;2729.25;2729;2729.25;3
20180521 091500;2729;2729.25;2729;2729.25;63
20180521 091600;2729.25;2729.25;2729;2729.25;53
20180521 091700;2729.25;2729.25;2729;2729.25;16
20180521 091800;2729.25;2729.25;2729;2729.25;96
20180521 091900;2729.25;2729.25;2729;2729.25;75
20180521 092000;2729;2729.25;2729;2729.25;127
20180521 092100;2729;2729.25;2729;2729.25;73
20180521 092200;2729.25;2729.25;2729;2729.25;55
20180521 092300;2729;2729;2729;2729;29
20180521 092400;2729;2729;2729;2729;6
20180521 092500;2729.25;2729.25;2729;2729;50
20180521 092600;2729;2729.25;2729;2729;111
20180521 092700;2729.25;2729.25;2729;2729.25;77
20180521 092800;2729.25;2729.25;2728.75;2728.75;51
20180521 092900;2728.75;2728.75;2728.75;2728.75;34
20180521 093000;2728.75;2728.75;2728.5;2728.5;12
20180521 093100;2728.75;2729;2728.75;2728.75;73
20180521 093200;2728.75;2728.75;2728.75;2728.75;5
20180521 093300;2728.75;2728.75;2728.5;2728.75;10
20180521 093400;2728.75;2728.75;2728.5;2728.75;45
20180521 093500;2728.75;2728.75;2728.5;2728.75;6
20180521 093600;2728.5;2728.75;2728.5;2728.75;206
20180521 093700;2728.75;2729;2728.5;2728.75;227
20180521 093800;2728.75;2728.75;2728.75;2728.75;45
20180521 093900;2728.75;2729;2728.75;2729;58
20180521 094000;2728.75;2728.75;2728.75;2728.75;9
20180521 094100;2728.75;2729.25;2728.75;2729;144
20180521 094200;2729.25;2729.25;2729.25;2729.25;41
20180521 094300;2729;2729.25;2729;2729.25;24
20180521 094400;2729.5;2729.5;2729.25;2729.5;28
20180521 094500;2729.5;2729.5;2729.25;2729.5;4
20180521 094600;2729.5;2729.5;2729;2729.25;144
20180521 094700;2729;2729;2729;2729;88
20180521 094800;2729;2729;2728.75;2729;28
20180521 094900;2728.75;2728.75;2728.5;2728.5;57
20180521 095000;2728.5;2728.75;2728.5;2728.5;76
20180521 095100;2728.5;2728.75;2728.5;2728.5;38
20180521 095200;2728.5;2728.75;2728.25;2728.5;166
20180521 095300;2728.5;2728.5;2728.25;2728.25;130
20180521 095400;2728.5;2728.5;2728.25;2728.5;17
20180521 095500;2728.5;2728.5;2728.25;2728.25;39
20180521 095600;2728.5;2728.75;2728.25;2728.75;232
20180521 095700;2728.75;2728.75;2728.25;2728.75;43
20180521 095800;2728.5;2728.75;2728.5;2728.75;99
20180521 095900;2728.75;2729;2728.75;2728.75;178
20180521 100000;2728.75;2729;2728.5;2728.75;72
20180521 100100;2729;2729;2728.75;2729;38
20180521 100200;2729;2729;2728.75;2728.75;25
20180521 100300;2729;2729;2729;2729;3
20180521 100400;2728.75;2729;2728.75;2729;149
20180521 100500;2729;2729;2728.75;2728.75;5
20180521 100600;2729;2729;2728.75;2728.75;207
20180521 100700;2728.75;2729;2728.75;2729;94
20180521 100800;2729;2729.25;2729;2729;16
20180521 100900;2729.25;2729.25;2729;2729.25;33
20180521 101000;2729.25;2729.5;2729;2729.25;123
20180521 101100;2729.25;2729.25;2729;2729;38
20180521 101200;2729;2729.25;2729;2729.25;32
20180521 101300;2729.25;2729.25;2729;2729;132
20180521 101400;2729;2729;2728.75;2729;37
20180521 101500;2729;2729;2728.75;2729;21
20180521 101600;2728.75;2728.75;2728.5;2728.5;137
20180521 101700;2728.5;2728.75;2728.5;2728.5;142
20180521 101800;2728.5;2729.25;2728.5;2729.25;137
20180521 101900;2729.25;2729.25;2729;2729.25;100
20180521 102000;2729;2729.25;2729;2729.25;26
20180521 102100;2729.25;2729.25;2729;2729.25;26
20180521 102200;2729;2729.25;2728.75;2729;102
20180521 102300;2729;2729;2728.5;2728.5;102
20180521 102400;2728.5;2728.75;2728.5;2728.75;66
20180521 102500;2728.75;2728.75;2728.5;2728.5;51
20180521 102600;2728.75;2728.75;2728.25;2728.5;84
20180521 102700;2728.25;2728.5;2728;2728.25;88
20180521 102800;2728.25;2728.5;2728.25;2728.25;48
20180521 102900;2728.25;2728.5;2728;2728.25;76
20180521 103000;2728.5;2728.5;2728;2728;253
20180521 103100;2728;2728.5;2728;2728.25;295
20180521 103200;2728.25;2728.25;2727.75;2728;270
20180521 103300;2727.75;2728;2727.75;2727.75;147
20180521 103400;2727.75;2727.75;2727.75;2727.75;25
20180521 103500;2727.75;2728;2727.75;2728;130
20180521 103600;2728;2728.25;2728;2728.25;175
20180521 103700;2728.25;2728.25;2728.25;2728.25;3
20180521 103800;2728.5;2728.75;2728.5;2728.5;25
20180521 103900;2728.5;2728.75;2728.5;2728.75;66
20180521 104000;2728.75;2728.75;2728.5;2728.75;12
20180521 104100;2728.5;2728.75;2728.5;2728.75;10
20180521 104200;2728.75;2728.75;2728.75;2728.75;140
20180521 104300;2728.75;2729;2728.75;2728.75;22
20180521 104400;2728.75;2729.25;2728.75;2729;314
20180521 104500;2729;2729.5;2729;2729.25;51
20180521 104600;2729.25;2729.5;2729.25;2729.25;84
20180521 104700;2729.5;2730;2729.5;2729.75;446
20180521 104800;2729.5;2729.5;2729.25;2729.5;30
20180521 104900;2729.5;2729.5;2729.25;2729.25;11
20180521 105000;2729.25;2729.25;2729.25;2729.25;6
20180521 105100;2729.5;2729.5;2729.25;2729.25;2
20180521 105300;2729.5;2729.5;2729.25;2729.25;9
20180521 105400;2729.5;2729.5;2729.25;2729.25;73
20180521 105500;2729.25;2729.25;2729;2729;2
20180521 105600;2729.25;2729.25;2729;2729;67
20180521 105700;2729.25;2729.25;2729;2729;60
20180521 105800;2729;2729.25;2729;2729;10
20180521 105900;2729;2729;2728.5;2728.75;168
20180521 110000;2728.75;2729;2728.5;2728.5;87
20180521 110100;2728.5;2728.75;2728.25;2728.25;199
20180521 110200;2728.25;2728.5;2728.25;2728.5;104
20180521 110300;2728.5;2728.75;2728.5;2728.5;54
20180521 110400;2728.5;2728.75;2728.25;2728.75;50
20180521 110500;2728.5;2728.5;2728.25;2728.5;46
20180521 110600;2728.25;2728.5;2728.25;2728.5;7
20180521 110700;2728.5;2728.5;2728.25;2728.5;65
20180521 110800;2728.5;2728.5;2728.5;2728.5;4
20180521 110900;2728.5;2728.75;2728.5;2728.75;129
20180521 111000;2728.75;2728.75;2728.75;2728.75;10
20180521 111100;2728.75;2728.75;2728.5;2728.75;113
20180521 111200;2728.75;2728.75;2728.5;2728.5;12
20180521 111300;2728.5;2729;2728.5;2728.75;77
20180521 111400;2728.5;2728.75;2728.5;2728.75;83
20180521 111500;2728.75;2728.75;2728.5;2728.5;16
20180521 111600;2728.75;2729;2728.5;2729;37
20180521 111700;2729;2729;2728.75;2728.75;22
20180521 111800;2729;2729.25;2728.75;2729;121
20180521 111900;2729;2729;2728.75;2728.75;10
20180521 112000;2728.75;2728.75;2728.5;2728.75;67
20180521 112100;2728.75;2728.75;2728.5;2728.5;13
20180521 112200;2728.75;2728.75;2728.5;2728.75;90
20180521 112300;2728.75;2729;2728.75;2728.75;45
20180521 112400;2728.75;2729;2728.75;2729;91
20180521 112500;2729;2729;2728.75;2728.75;167
20180521 112600;2728.75;2729;2728.75;2729;27
20180521 112700;2729;2729;2728.5;2728.5;278
20180521 112800;2728.75;2729;2728.75;2728.75;108
20180521 112900;2728.75;2728.75;2728.5;2728.5;223
20180521 113000;2728.5;2728.5;2728.25;2728.5;91
20180521 113100;2728.5;2728.75;2728.5;2728.5;37
20180521 113200;2728.5;2729;2728.25;2729;179
20180521 113300;2728.75;2729;2728.25;2728.5;112
20180521 113400;2728.25;2728.25;2728.25;2728.25;72
20180521 113500;2728.5;2728.5;2728.25;2728.25;66
20180521 113600;2728.25;2728.5;2728.25;2728.5;32
20180521 113700;2728.5;2728.5;2728.25;2728.5;8
20180521 113800;2728.25;2728.5;2728.25;2728.5;122
20180521 113900;2728.5;2728.5;2728;2728.25;25
20180521 114000;2728.25;2728.5;2728.25;2728.25;70
20180521 114100;2728.5;2728.5;2728;2728;43
20180521 114200;2728;2728.5;2728;2728.5;41
20180521 114300;2728.25;2728.25;2728;2728.25;70
20180521 114400;2728.5;2728.5;2728.25;2728.5;61
20180521 114500;2728.5;2728.5;2728;2728;38
20180521 114600;2728;2728.25;2728;2728;80
20180521 114700;2728.25;2728.25;2728;2728;52
20180521 114800;2728.25;2728.25;2728;2728;17
20180521 114900;2728;2728.25;2728;2728.25;52
20180521 115000;2728.25;2728.25;2728;2728.25;26
20180521 115100;2728;2728.25;2728;2728.25;49
20180521 115200;2728.25;2728.25;2728;2728.25;21
20180521 115300;2728.25;2728.25;2728;2728.25;38
20180521 115400;2728.25;2728.25;2727.75;2728;83
20180521 115500;2728;2728.25;2728;2728.25;57
20180521 115600;2728.25;2728.25;2728;2728.25;8
20180521 115700;2728.25;2728.25;2728;2728.25;26
20180521 115800;2728.25;2728.25;2728;2728.25;51
20180521 115900;2728.5;2728.5;2728;2728;125
20180521 120000;2728;2728;2727.75;2727.75;97
20180521 120100;2727.75;2728.25;2727.5;2728;521
20180521 120200;2728.25;2728.25;2727.75;2727.75;266
20180521 120300;2727.75;2728;2727.5;2728;113
20180521 120400;2728;2728;2727.5;2727.75;347
20180521 120500;2727.75;2727.75;2727.25;2727.25;267
20180521 120600;2727.5;2727.75;2727.5;2727.75;147
20180521 120700;2727.75;2727.75;2727.25;2727.25;318
20180521 120800;2727.25;2727.25;2726.75;2727;223
20180521 120900;2727;2727.25;2726.75;2727;198
20180521 121000;2727;2727;2726.75;2726.75;109
20180521 121100;2726.75;2727.25;2726.75;2727;378
20180521 121200;2727;2727;2726.5;2726.75;309
20180521 121300;2726.5;2726.75;2726.25;2726.25;194
20180521 121400;2726.5;2726.5;2726.25;2726.25;43
20180521 121500;2726.25;2726.75;2726.25;2726.75;129
20180521 121600;2726.75;2727;2726.5;2727;68
20180521 121700;2727;2727.25;2726.75;2727.25;236
20180521 121800;2727.25;2727.25;2726.75;2727;282
20180521 121900;2727;2727;2726.75;2726.75;109
20180521 122000;2726.75;2727;2726.75;2727;155
20180521 122100;2727;2727;2726.75;2726.75;25
20180521 122200;2727;2727.25;2727;2727.25;104
20180521 122300;2727.25;2727.5;2727.25;2727.5;77
20180521 122400;2727.5;2728;2727.5;2728;311
20180521 122500;2727.75;2728.5;2727.75;2728.25;404
20180521 122600;2728.25;2728.5;2728.25;2728.5;266
20180521 122700;2728.5;2728.75;2728;2728;745
20180521 122800;2728;2728.75;2727.75;2728.5;238
20180521 122900;2728.75;2728.75;2728.5;2728.5;73
20180521 123000;2728.5;2728.5;2728;2728.25;97
20180521 123100;2728;2728.25;2728;2728;122
20180521 123200;2728;2728.25;2728;2728;84
20180521 123300;2728.25;2728.5;2728;2728.25;130
20180521 123400;2728;2728.25;2727.75;2728;109
20180521 123500;2728;2728;2727.5;2727.75;269
20180521 123600;2727.75;2727.75;2727.5;2727.5;116
20180521 123700;2727.5;2727.75;2727;2727.5;299
20180521 123800;2727.5;2727.75;2727.5;2727.75;125
20180521 123900;2727.75;2728;2727.75;2728;84
20180521 124000;2728;2728.5;2727.75;2728.25;102
20180521 124100;2728.5;2729;2728.5;2729;593
20180521 124200;2729;2729;2728.5;2728.75;242
20180521 124300;2728.75;2728.75;2728.25;2728.25;302
20180521 124400;2728.25;2728.25;2728;2728.25;165
20180521 124500;2728.25;2728.5;2728;2728;134
20180521 124600;2728;2728.25;2728;2728.25;320
20180521 124700;2728.25;2728.5;2728;2728;254
